evaluation_id,session_id,task_id,agent,strategy,concern,layer,constraint_failed,metric_name,metric_value,metric_status,direction,metric_bad_outlier,classification
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,BE-STRUCT,backend,False,BE-STRUCT-M-001-module-composition-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,BE-TEST,backend,False,BE-MOCK-M-001-mock-per-test-case,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,CROSS-EP,cross-stack,False,CROSS-EP-M-001-endpoint-resolution-miss-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,CROSS-PROP,cross-stack,False,CROSS-PROP-M-001-propagation-incompleteness-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,CROSS-TYPE,cross-stack,False,CROSS-TYPE-M-001-contract-field-drift-density,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,FE-COM,frontend,True,FE-COM-M-001-render-decision-depth-average,0.54,pass,lower_is_better,False,constraints_failed
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,FE-COMM,frontend,False,FE-COMM-M-001-prop-drilling-average,5.95,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,FE-DATA,frontend,False,FE-DATA-M-001-data-access-wrapping-ratio,1.0,pass,higher_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,FE-DUP,frontend,True,FE-DUP-M-001-clone-ratio,0.313806,pass,lower_is_better,False,constraints_failed
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,FE-ROUTE,frontend,False,FE-ROUTE-M-001-route-param-complexity,0.43,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,FE-STATE,frontend,False,FE-STATE-M-001-context-provider-ratio,0.057143,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,FE-STYLE,frontend,False,FE-STYLE-M-001-style-mixing-ratio,0.057143,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,BE-CONTRACT,backend,True,BE-CONTRACT-M-001-dto-validator-coverage,1.0,pass,higher_is_better,False,constraints_failed
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,BE-DEP,backend,False,BE-DEP-M-001-dependency-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,BE-DOM,backend,False,BE-DOM-M-001-cross-module-deep-import-count,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,BE-DUP,backend,False,BE-DUP-M-001-clone-ratio,0.185837,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,BE-ERR,backend,True,BE-ERR-M-001-exception-unification-violation-density,1.0,pass,lower_is_better,False,constraints_failed
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,BE-ROUTE,backend,False,BE-ROUTE-M-001-route-prefix-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,BE-SIZE,backend,False,BE-SIZE-M-001-cyclomatic-complexity-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,BE-STRUCT,backend,False,BE-STRUCT-M-001-module-composition-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,BE-TEST,backend,False,BE-MOCK-M-001-mock-per-test-case,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,CROSS-EP,cross-stack,False,CROSS-EP-M-001-endpoint-resolution-miss-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,CROSS-PROP,cross-stack,False,CROSS-PROP-M-001-propagation-incompleteness-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,CROSS-TYPE,cross-stack,False,CROSS-TYPE-M-001-contract-field-drift-density,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,FE-COM,frontend,False,FE-COM-M-001-render-decision-depth-average,0.51,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,FE-COMM,frontend,False,FE-COMM-M-001-prop-drilling-average,5.86,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,FE-DATA,frontend,False,FE-DATA-M-001-data-access-wrapping-ratio,1.0,pass,higher_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,FE-DUP,frontend,True,FE-DUP-M-001-clone-ratio,0.295431,pass,lower_is_better,False,constraints_failed
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,FE-ROUTE,frontend,False,FE-ROUTE-M-001-route-param-complexity,0.43,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,FE-STATE,frontend,False,FE-STATE-M-001-context-provider-ratio,0.0625,pass,lower_is_better,False,clean
session_20260817_221755/T1,session_20260817_221755,T1,codex,structured,FE-STYLE,frontend,False,FE-STYLE-M-001-style-mixing-ratio,0.048077,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,BE-CONTRACT,backend,True,BE-CONTRACT-M-001-dto-validator-coverage,1.0,pass,higher_is_better,False,constraints_failed
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,BE-DEP,backend,False,BE-DEP-M-001-dependency-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,BE-DOM,backend,False,BE-DOM-M-001-cross-module-deep-import-count,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,BE-DUP,backend,True,BE-DUP-M-001-clone-ratio,0.248424,pass,lower_is_better,False,constraints_failed
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,BE-ERR,backend,True,BE-ERR-M-001-exception-unification-violation-density,3.0,pass,lower_is_better,False,constraints_failed
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,BE-ROUTE,backend,False,BE-ROUTE-M-001-route-prefix-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,BE-SIZE,backend,False,BE-SIZE-M-001-cyclomatic-complexity-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,BE-STRUCT,backend,False,BE-STRUCT-M-001-module-composition-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,BE-TEST,backend,False,BE-MOCK-M-001-mock-per-test-case,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,CROSS-EP,cross-stack,False,CROSS-EP-M-001-endpoint-resolution-miss-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,CROSS-PROP,cross-stack,False,CROSS-PROP-M-001-propagation-incompleteness-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,CROSS-TYPE,cross-stack,False,CROSS-TYPE-M-001-contract-field-drift-density,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,FE-COM,frontend,False,FE-COM-M-001-render-decision-depth-average,0.54,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,FE-COMM,frontend,False,FE-COMM-M-001-prop-drilling-average,5.77,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,FE-DATA,frontend,False,FE-DATA-M-001-data-access-wrapping-ratio,1.0,pass,higher_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,FE-DUP,frontend,True,FE-DUP-M-001-clone-ratio,0.275891,pass,lower_is_better,False,constraints_failed
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,FE-ROUTE,frontend,False,FE-ROUTE-M-001-route-param-complexity,0.43,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,FE-STATE,frontend,False,FE-STATE-M-001-context-provider-ratio,0.0625,pass,lower_is_better,False,clean
session_20260817_221755/T2,session_20260817_221755,T2,codex,structured,FE-STYLE,frontend,False,FE-STYLE-M-001-style-mixing-ratio,0.047619,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,BE-CONTRACT,backend,False,BE-CONTRACT-M-001-dto-validator-coverage,1.0,pass,higher_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,BE-DEP,backend,False,BE-DEP-M-001-dependency-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,BE-DOM,backend,False,BE-DOM-M-001-cross-module-deep-import-count,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,BE-DUP,backend,True,BE-DUP-M-001-clone-ratio,0.238205,pass,lower_is_better,False,constraints_failed
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,BE-ERR,backend,True,BE-ERR-M-001-exception-unification-violation-density,3.0,pass,lower_is_better,False,constraints_failed
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,BE-ROUTE,backend,False,BE-ROUTE-M-001-route-prefix-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,BE-SIZE,backend,False,BE-SIZE-M-001-cyclomatic-complexity-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,BE-STRUCT,backend,False,BE-STRUCT-M-001-module-composition-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,BE-TEST,backend,False,BE-MOCK-M-001-mock-per-test-case,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,CROSS-EP,cross-stack,False,CROSS-EP-M-001-endpoint-resolution-miss-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,CROSS-PROP,cross-stack,False,CROSS-PROP-M-001-propagation-incompleteness-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,CROSS-TYPE,cross-stack,False,CROSS-TYPE-M-001-contract-field-drift-density,0.0,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,FE-COM,frontend,False,FE-COM-M-001-render-decision-depth-average,0.58,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,FE-COMM,frontend,False,FE-COMM-M-001-prop-drilling-average,5.79,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,FE-DATA,frontend,False,FE-DATA-M-001-data-access-wrapping-ratio,1.0,pass,higher_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,FE-DUP,frontend,True,FE-DUP-M-001-clone-ratio,0.252897,pass,lower_is_better,False,constraints_failed
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,FE-ROUTE,frontend,False,FE-ROUTE-M-001-route-param-complexity,0.43,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,FE-STATE,frontend,False,FE-STATE-M-001-context-provider-ratio,0.060606,pass,lower_is_better,False,clean
session_20260817_221755/T3,session_20260817_221755,T3,codex,structured,FE-STYLE,frontend,False,FE-STYLE-M-001-style-mixing-ratio,0.046729,pass,lower_is_better,False,clean
