evaluation_id,condition,session_id,agent,strategy,task,task_order,concern,layer,absolute_finding_count,task_local_introduced_findings,task_local_resolved_findings,task_local_net_change,baseline_relative_introduced_findings,baseline_relative_resolved_findings,baseline_relative_net_change
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,BE-STRUCT,backend,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,BE-DEP,backend,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,BE-DOM,backend,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,BE-ERR,backend,9,6,6,0,9,0,9
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,BE-CONTRACT,backend,0,0,8,-8,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,BE-ROUTE,backend,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,BE-SIZE,backend,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,BE-DUP,backend,6,6,4,2,6,0,6
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,BE-TEST,backend,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,FE-COM,frontend,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,FE-STATE,frontend,2,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,FE-ROUTE,frontend,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,FE-STYLE,frontend,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,FE-DATA,frontend,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,FE-COMM,frontend,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,FE-DUP,frontend,7,1,1,0,5,1,4
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,CROSS-EP,cross-stack,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
